Year,Gebietseinheit,sex,GeoCode,Value
2016,Wolfsburg-Stadt,weiblich,K03103,8035
2017,Wolfsburg-Stadt,,K03103,18420
2017,Wolfsburg-Stadt,maennlich,K03103,10040
2017,Wolfsburg-Stadt,weiblich,K03103,8380
2018,Wolfsburg-Stadt,,K03103,19325
2018,Wolfsburg-Stadt,maennlich,K03103,10555
2018,Wolfsburg-Stadt,weiblich,K03103,8770
1978,Gifhorn,,K03151,3227
1978,Gifhorn,maennlich,K03151,1987
1978,Gifhorn,weiblich,K03151,1240
1979,Gifhorn,,K03151,3494
1979,Gifhorn,maennlich,K03151,2163
1979,Gifhorn,weiblich,K03151,1331
1980,Gifhorn,,K03151,3638
1980,Gifhorn,maennlich,K03151,2251
1980,Gifhorn,weiblich,K03151,1387
1981,Gifhorn,,K03151,3826
1981,Gifhorn,maennlich,K03151,2348
1981,Gifhorn,weiblich,K03151,1478
1982,Gifhorn,,K03151,3853
1982,Gifhorn,maennlich,K03151,2300
1982,Gifhorn,weiblich,K03151,1553
1983,Gifhorn,,K03151,3584
1983,Gifhorn,maennlich,K03151,2089
1983,Gifhorn,weiblich,K03151,1495
1984,Gifhorn,,K03151,3503
1984,Gifhorn,maennlich,K03151,2022
1984,Gifhorn,weiblich,K03151,1481
1985,Gifhorn,,K03151,3465
1985,Gifhorn,maennlich,K03151,2004
1985,Gifhorn,weiblich,K03151,1461
1986,Gifhorn,,K03151,3873
1986,Gifhorn,maennlich,K03151,2242
1986,Gifhorn,weiblich,K03151,1631
1987,Gifhorn,,K03151,3962
1987,Gifhorn,maennlich,K03151,2239
1987,Gifhorn,weiblich,K03151,1723
1990,Gifhorn,,K03151,4824
1990,Gifhorn,maennlich,K03151,2650
1990,Gifhorn,weiblich,K03151,2174
1991,Gifhorn,,K03151,5326
1991,Gifhorn,maennlich,K03151,2975
1991,Gifhorn,weiblich,K03151,2351
1992,Gifhorn,,K03151,6624
1992,Gifhorn,maennlich,K03151,3729
1992,Gifhorn,weiblich,K03151,2895
1993,Gifhorn,,K03151,7141
1993,Gifhorn,maennlich,K03151,3991
1993,Gifhorn,weiblich,K03151,3150
1994,Gifhorn,,K03151,7456
1994,Gifhorn,maennlich,K03151,4089
1994,Gifhorn,weiblich,K03151,3367
1995,Gifhorn,,K03151,7461
1995,Gifhorn,maennlich,K03151,4062
1995,Gifhorn,weiblich,K03151,3399
1996,Gifhorn,,K03151,7826
1996,Gifhorn,maennlich,K03151,4189
1996,Gifhorn,weiblich,K03151,3637
1997,Gifhorn,,K03151,7945
1997,Gifhorn,maennlich,K03151,4250
1997,Gifhorn,weiblich,K03151,3695
1998,Gifhorn,,K03151,8105
1998,Gifhorn,maennlich,K03151,4333
1998,Gifhorn,weiblich,K03151,3772
1999,Gifhorn,,K03151,8280
1999,Gifhorn,maennlich,K03151,4423
1999,Gifhorn,weiblich,K03151,3857
2000,Gifhorn,,K03151,8260
2000,Gifhorn,maennlich,K03151,4345
2000,Gifhorn,weiblich,K03151,3915
2001,Gifhorn,,K03151,8365
2001,Gifhorn,maennlich,K03151,4342
2001,Gifhorn,weiblich,K03151,4023
2002,Gifhorn,,K03151,8298
2002,Gifhorn,maennlich,K03151,4250
2002,Gifhorn,weiblich,K03151,4048
2003,Gifhorn,,K03151,8034
2003,Gifhorn,maennlich,K03151,4074
2003,Gifhorn,weiblich,K03151,3960
2004,Gifhorn,,K03151,7627
2004,Gifhorn,maennlich,K03151,3844
2004,Gifhorn,weiblich,K03151,3783
2005,Gifhorn,,K03151,7612
2005,Gifhorn,maennlich,K03151,3793
2005,Gifhorn,weiblich,K03151,3819
2006,Gifhorn,,K03151,7371
2006,Gifhorn,maennlich,K03151,3645
2006,Gifhorn,weiblich,K03151,3726
2007,Gifhorn,,K03151,7223
2007,Gifhorn,maennlich,K03151,3538
2007,Gifhorn,weiblich,K03151,3685
2008,Gifhorn,,K03151,7038
2008,Gifhorn,maennlich,K03151,3441
2008,Gifhorn,weiblich,K03151,3597
2009,Gifhorn,,K03151,7058
2009,Gifhorn,maennlich,K03151,3462
2009,Gifhorn,weiblich,K03151,3596
2010,Gifhorn,,K03151,7024
2010,Gifhorn,maennlich,K03151,3439
2010,Gifhorn,weiblich,K03151,3585
2011,Gifhorn,,K03151,7135
2011,Gifhorn,maennlich,K03151,3522
2011,Gifhorn,weiblich,K03151,3613
2012,Gifhorn,,K03151,7552
2012,Gifhorn,maennlich,K03151,3799
2012,Gifhorn,weiblich,K03151,3753
2013,Gifhorn,,K03151,7991
2013,Gifhorn,maennlich,K03151,4028
2013,Gifhorn,weiblich,K03151,3963
2014,Gifhorn,,K03151,8866
2014,Gifhorn,maennlich,K03151,4531
2014,Gifhorn,weiblich,K03151,4335
2015,Gifhorn,,K03151,9857
2015,Gifhorn,maennlich,K03151,5119
2015,Gifhorn,weiblich,K03151,4738
2016,Gifhorn,,K03151,10840
2016,Gifhorn,maennlich,K03151,5890
2016,Gifhorn,weiblich,K03151,4950
2017,Gifhorn,,K03151,11140
2017,Gifhorn,maennlich,K03151,6065
2017,Gifhorn,weiblich,K03151,5075
2018,Gifhorn,,K03151,11810
2018,Gifhorn,maennlich,K03151,6355
2018,Gifhorn,weiblich,K03151,5455
1978,Goslar,,K03153,6488
1978,Goslar,maennlich,K03153,3627
1978,Goslar,weiblich,K03153,2861
1979,Goslar,,K03153,6613
1979,Goslar,maennlich,K03153,3697
1979,Goslar,weiblich,K03153,2916
1980,Goslar,,K03153,6911
1980,Goslar,maennlich,K03153,3906
1980,Goslar,weiblich,K03153,3005
1981,Goslar,,K03153,7310
1981,Goslar,maennlich,K03153,4151
1981,Goslar,weiblich,K03153,3159
1982,Goslar,,K03153,7119
1982,Goslar,maennlich,K03153,4026
1982,Goslar,weiblich,K03153,3093
1983,Goslar,,K03153,6683
1983,Goslar,maennlich,K03153,3771
1983,Goslar,weiblich,K03153,2912
1984,Goslar,,K03153,6213
1984,Goslar,maennlich,K03153,3490
1984,Goslar,weiblich,K03153,2723
1985,Goslar,,K03153,6174
1985,Goslar,maennlich,K03153,3578
1985,Goslar,weiblich,K03153,2596
1986,Goslar,,K03153,6321
1986,Goslar,maennlich,K03153,3675
1986,Goslar,weiblich,K03153,2646
1987,Goslar,,K03153,6258
1987,Goslar,maennlich,K03153,3553
1987,Goslar,weiblich,K03153,2705
1990,Goslar,,K03153,7460
1990,Goslar,maennlich,K03153,4312
1990,Goslar,weiblich,K03153,3148
1991,Goslar,,K03153,8139
1991,Goslar,maennlich,K03153,4752
1991,Goslar,weiblich,K03153,3387
1992,Goslar,,K03153,8757
1992,Goslar,maennlich,K03153,5069
1992,Goslar,weiblich,K03153,3688
1993,Goslar,,K03153,8717
1993,Goslar,maennlich,K03153,4975
1993,Goslar,weiblich,K03153,3742
1994,Goslar,,K03153,9004
1994,Goslar,maennlich,K03153,5119
1994,Goslar,weiblich,K03153,3885
1995,Goslar,,K03153,9320
1995,Goslar,maennlich,K03153,5230
1995,Goslar,weiblich,K03153,4090
1996,Goslar,,K03153,9222
1996,Goslar,maennlich,K03153,5135
1996,Goslar,weiblich,K03153,4087
1997,Goslar,,K03153,8796
1997,Goslar,maennlich,K03153,4832
1997,Goslar,weiblich,K03153,3964
1998,Goslar,,K03153,8366
1998,Goslar,maennlich,K03153,4545
1998,Goslar,weiblich,K03153,3821
1999,Goslar,,K03153,8179
1999,Goslar,maennlich,K03153,4417
1999,Goslar,weiblich,K03153,3762
2000,Goslar,,K03153,7788
2000,Goslar,maennlich,K03153,4162
2000,Goslar,weiblich,K03153,3626
2001,Goslar,,K03153,7813
2001,Goslar,maennlich,K03153,4212
2001,Goslar,weiblich,K03153,3601
2002,Goslar,,K03153,7570
2002,Goslar,maennlich,K03153,4054
2002,Goslar,weiblich,K03153,3516
2003,Goslar,,K03153,7609
2003,Goslar,maennlich,K03153,4086
2003,Goslar,weiblich,K03153,3523
2004,Goslar,,K03153,7535
2004,Goslar,maennlich,K03153,4049
2004,Goslar,weiblich,K03153,3486
2005,Goslar,,K03153,7506
2005,Goslar,maennlich,K03153,4005
2005,Goslar,weiblich,K03153,3501
2006,Goslar,,K03153,7325
2006,Goslar,maennlich,K03153,3913
2006,Goslar,weiblich,K03153,3412
2007,Goslar,,K03153,7231
2007,Goslar,maennlich,K03153,3827
2007,Goslar,weiblich,K03153,3404
2008,Goslar,,K03153,7086
2008,Goslar,maennlich,K03153,3759
2008,Goslar,weiblich,K03153,3327
2009,Goslar,,K03153,7041
2009,Goslar,maennlich,K03153,3701
2009,Goslar,weiblich,K03153,3340
2010,Goslar,,K03153,6980
2010,Goslar,maennlich,K03153,3658
2010,Goslar,weiblich,K03153,3322
2011,Goslar,,K03153,7059
2011,Goslar,maennlich,K03153,3759
2011,Goslar,weiblich,K03153,3300
2012,Goslar,,K03153,7419
2012,Goslar,maennlich,K03153,3984
2012,Goslar,weiblich,K03153,3435
2013,Goslar,,K03153,7947
2013,Goslar,maennlich,K03153,4394
2013,Goslar,weiblich,K03153,3553
2014,Goslar,,K03153,8634
2014,Goslar,maennlich,K03153,4789
2014,Goslar,weiblich,K03153,3845
2015,Goslar,,K03153,10620
2015,Goslar,maennlich,K03153,6000
2015,Goslar,weiblich,K03153,4620
2016,Goslar,,K03153,11745
2016,Goslar,maennlich,K03153,6620
2016,Goslar,weiblich,K03153,5125
2017,Goslar,,K03153,12780
2017,Goslar,maennlich,K03153,7200
2017,Goslar,weiblich,K03153,5580
2018,Goslar,,K03153,13455
2018,Goslar,maennlich,K03153,7615
2018,Goslar,weiblich,K03153,5835
1978,Helmstedt,,K03154,2461
1978,Helmstedt,maennlich,K03154,1460
1978,Helmstedt,weiblich,K03154,1001
1979,Helmstedt,,K03154,2695
1979,Helmstedt,maennlich,K03154,1596
1979,Helmstedt,weiblich,K03154,1099
1980,Helmstedt,,K03154,2893
1980,Helmstedt,maennlich,K03154,1679
1980,Helmstedt,weiblich,K03154,1214
1981,Helmstedt,,K03154,3074
1981,Helmstedt,maennlich,K03154,1848
1981,Helmstedt,weiblich,K03154,1226
1982,Helmstedt,,K03154,3255
1982,Helmstedt,maennlich,K03154,1946
1982,Helmstedt,weiblich,K03154,1309
1983,Helmstedt,,K03154,3151
1983,Helmstedt,maennlich,K03154,1896
1983,Helmstedt,weiblich,K03154,1255
1984,Helmstedt,,K03154,3044
1984,Helmstedt,maennlich,K03154,1814
1984,Helmstedt,weiblich,K03154,1230
1985,Helmstedt,,K03154,4126
1985,Helmstedt,maennlich,K03154,2642
1985,Helmstedt,weiblich,K03154,1484
1986,Helmstedt,,K03154,4657
1986,Helmstedt,maennlich,K03154,2851
1986,Helmstedt,weiblich,K03154,1806
1987,Helmstedt,,K03154,4099
1987,Helmstedt,maennlich,K03154,2427
1987,Helmstedt,weiblich,K03154,1672
1990,Helmstedt,,K03154,3440
1990,Helmstedt,maennlich,K03154,1939
1990,Helmstedt,weiblich,K03154,1501
1991,Helmstedt,,K03154,3862
1991,Helmstedt,maennlich,K03154,2189
1991,Helmstedt,weiblich,K03154,1673
1992,Helmstedt,,K03154,4089
1992,Helmstedt,maennlich,K03154,2305
1992,Helmstedt,weiblich,K03154,1784
1993,Helmstedt,,K03154,3903
1993,Helmstedt,maennlich,K03154,2113
1993,Helmstedt,weiblich,K03154,1790
1994,Helmstedt,,K03154,4109
1994,Helmstedt,maennlich,K03154,2258
1994,Helmstedt,weiblich,K03154,1851
1995,Helmstedt,,K03154,4227
1995,Helmstedt,maennlich,K03154,2375
1995,Helmstedt,weiblich,K03154,1852
1996,Helmstedt,,K03154,4138
1996,Helmstedt,maennlich,K03154,2305
1996,Helmstedt,weiblich,K03154,1833
1997,Helmstedt,,K03154,4048
1997,Helmstedt,maennlich,K03154,2224
1997,Helmstedt,weiblich,K03154,1824
1998,Helmstedt,,K03154,3952
1998,Helmstedt,maennlich,K03154,2188
1998,Helmstedt,weiblich,K03154,1764
1999,Helmstedt,,K03154,3968
1999,Helmstedt,maennlich,K03154,2195
1999,Helmstedt,weiblich,K03154,1773
2000,Helmstedt,,K03154,3900
2000,Helmstedt,maennlich,K03154,2137
2000,Helmstedt,weiblich,K03154,1763
2001,Helmstedt,,K03154,3933
2001,Helmstedt,maennlich,K03154,2172
2001,Helmstedt,weiblich,K03154,1761
2002,Helmstedt,,K03154,3832
2002,Helmstedt,maennlich,K03154,2092
2002,Helmstedt,weiblich,K03154,1740
2003,Helmstedt,,K03154,3769
2003,Helmstedt,maennlich,K03154,2043
2003,Helmstedt,weiblich,K03154,1726
2004,Helmstedt,,K03154,3684
2004,Helmstedt,maennlich,K03154,1986
2004,Helmstedt,weiblich,K03154,1698
2005,Helmstedt,,K03154,3648
2005,Helmstedt,maennlich,K03154,1930
2005,Helmstedt,weiblich,K03154,1718
2006,Helmstedt,,K03154,3620
2006,Helmstedt,maennlich,K03154,1902
2006,Helmstedt,weiblich,K03154,1718
2007,Helmstedt,,K03154,3498
2007,Helmstedt,maennlich,K03154,1823
2007,Helmstedt,weiblich,K03154,1675
2008,Helmstedt,,K03154,3392
2008,Helmstedt,maennlich,K03154,1758
2008,Helmstedt,weiblich,K03154,1634
2009,Helmstedt,,K03154,3352
2009,Helmstedt,maennlich,K03154,1747
2009,Helmstedt,weiblich,K03154,1605
2010,Helmstedt,,K03154,3365
2010,Helmstedt,maennlich,K03154,1765
2010,Helmstedt,weiblich,K03154,1600
2011,Helmstedt,,K03154,3394
2011,Helmstedt,maennlich,K03154,1786
2011,Helmstedt,weiblich,K03154,1608
2012,Helmstedt,,K03154,3404
2012,Helmstedt,maennlich,K03154,1824
2012,Helmstedt,weiblich,K03154,1580
2013,Helmstedt,,K03154,3682
2013,Helmstedt,maennlich,K03154,2032
2013,Helmstedt,weiblich,K03154,1650
2014,Helmstedt,,K03154,4100
2014,Helmstedt,maennlich,K03154,2285
2014,Helmstedt,weiblich,K03154,1815
2015,Helmstedt,,K03154,5221
2015,Helmstedt,maennlich,K03154,2990
2015,Helmstedt,weiblich,K03154,2231
2016,Helmstedt,,K03154,6230
2016,Helmstedt,maennlich,K03154,3585
2016,Helmstedt,weiblich,K03154,2650
2017,Helmstedt,,K03154,6415
2017,Helmstedt,maennlich,K03154,3660
2017,Helmstedt,weiblich,K03154,2755
2018,Helmstedt,,K03154,6485
2018,Helmstedt,maennlich,K03154,3655
2018,Helmstedt,weiblich,K03154,2830
1978,Northeim,,K03155,3520
1978,Northeim,maennlich,K03155,1960
1978,Northeim,weiblich,K03155,1560
1979,Northeim,,K03155,3533
1979,Northeim,maennlich,K03155,1991
1979,Northeim,weiblich,K03155,1542
1980,Northeim,,K03155,3743
1980,Northeim,maennlich,K03155,2136
1980,Northeim,weiblich,K03155,1607
1981,Northeim,,K03155,3924
1981,Northeim,maennlich,K03155,2233
1981,Northeim,weiblich,K03155,1691
1982,Northeim,,K03155,3805
1982,Northeim,maennlich,K03155,2144
1982,Northeim,weiblich,K03155,1661
1983,Northeim,,K03155,3512
1983,Northeim,maennlich,K03155,1936
1983,Northeim,weiblich,K03155,1576
1984,Northeim,,K03155,3282
1984,Northeim,maennlich,K03155,1803
1984,Northeim,weiblich,K03155,1479
1985,Northeim,,K03155,3338
1985,Northeim,maennlich,K03155,1924
1985,Northeim,weiblich,K03155,1414
1986,Northeim,,K03155,3642
1986,Northeim,maennlich,K03155,2134
1986,Northeim,weiblich,K03155,1508
1987,Northeim,,K03155,3510
1987,Northeim,maennlich,K03155,1973
1987,Northeim,weiblich,K03155,1537
1990,Northeim,,K03155,5481
1990,Northeim,maennlich,K03155,2929
1990,Northeim,weiblich,K03155,2552
1991,Northeim,,K03155,5384
1991,Northeim,maennlich,K03155,2882
1991,Northeim,weiblich,K03155,2502
1992,Northeim,,K03155,6031
1992,Northeim,maennlich,K03155,3301
1992,Northeim,weiblich,K03155,2730
1993,Northeim,,K03155,7488
1993,Northeim,maennlich,K03155,4084
1993,Northeim,weiblich,K03155,3404
1994,Northeim,,K03155,7820
1994,Northeim,maennlich,K03155,4260
1994,Northeim,weiblich,K03155,3560
1995,Northeim,,K03155,8070
1995,Northeim,maennlich,K03155,4380
1995,Northeim,weiblich,K03155,3690
1996,Northeim,,K03155,7853
1996,Northeim,maennlich,K03155,4214
1996,Northeim,weiblich,K03155,3639
1997,Northeim,,K03155,7754
1997,Northeim,maennlich,K03155,4102
1997,Northeim,weiblich,K03155,3652
1998,Northeim,,K03155,7286
1998,Northeim,maennlich,K03155,3810
1998,Northeim,weiblich,K03155,3476
1999,Northeim,,K03155,6895
1999,Northeim,maennlich,K03155,3560
1999,Northeim,weiblich,K03155,3335
2000,Northeim,,K03155,6652
2000,Northeim,maennlich,K03155,3358
2000,Northeim,weiblich,K03155,3294
2001,Northeim,,K03155,6271
2001,Northeim,maennlich,K03155,3169
2001,Northeim,weiblich,K03155,3102
2002,Northeim,,K03155,6240
2002,Northeim,maennlich,K03155,3144
2002,Northeim,weiblich,K03155,3096
2003,Northeim,,K03155,6136
2003,Northeim,maennlich,K03155,3048
2003,Northeim,weiblich,K03155,3088
2004,Northeim,,K03155,5889
2004,Northeim,maennlich,K03155,2933
2004,Northeim,weiblich,K03155,2956
2005,Northeim,,K03155,5806
2005,Northeim,maennlich,K03155,2891
2005,Northeim,weiblich,K03155,2915
2006,Northeim,,K03155,5607
2006,Northeim,maennlich,K03155,2779
2006,Northeim,weiblich,K03155,2828
2007,Northeim,,K03155,5438
2007,Northeim,maennlich,K03155,2671
2007,Northeim,weiblich,K03155,2767
2008,Northeim,,K03155,5213
2008,Northeim,maennlich,K03155,2537
2008,Northeim,weiblich,K03155,2676
2009,Northeim,,K03155,5115
2009,Northeim,maennlich,K03155,2493
2009,Northeim,weiblich,K03155,2622
2010,Northeim,,K03155,5093
2010,Northeim,maennlich,K03155,2483
2010,Northeim,weiblich,K03155,2610
2011,Northeim,,K03155,5094
2011,Northeim,maennlich,K03155,2488
2011,Northeim,weiblich,K03155,2606
2012,Northeim,,K03155,5113
2012,Northeim,maennlich,K03155,2497
2012,Northeim,weiblich,K03155,2616
2013,Northeim,,K03155,5406
2013,Northeim,maennlich,K03155,2634
2013,Northeim,weiblich,K03155,2772
2014,Northeim,,K03155,5924
2014,Northeim,maennlich,K03155,2903
2014,Northeim,weiblich,K03155,3021
2015,Northeim,,K03155,7164
2015,Northeim,maennlich,K03155,3660
2015,Northeim,weiblich,K03155,3504
2016,Northeim,,K03155,8245
2016,Northeim,maennlich,K03155,4335
2016,Northeim,weiblich,K03155,3910
2017,Northeim,,K03155,8440
2017,Northeim,maennlich,K03155,4445
2017,Northeim,weiblich,K03155,3995
2018,Northeim,,K03155,8805
2018,Northeim,maennlich,K03155,4635
2018,Northeim,weiblich,K03155,4175
1978,Peine,,K03157,4185
1978,Peine,maennlich,K03157,2494
1978,Peine,weiblich,K03157,1691
1979,Peine,,K03157,4339
1979,Peine,maennlich,K03157,2586
1979,Peine,weiblich,K03157,1753
1980,Peine,,K03157,4757
1980,Peine,maennlich,K03157,2871
1980,Peine,weiblich,K03157,1886
1981,Peine,,K03157,5042
1981,Peine,maennlich,K03157,3041
1981,Peine,weiblich,K03157,2001
1982,Peine,,K03157,5003
1982,Peine,maennlich,K03157,2952
1982,Peine,weiblich,K03157,2051
1983,Peine,,K03157,4887
1983,Peine,maennlich,K03157,2835
1983,Peine,weiblich,K03157,2052
1984,Peine,,K03157,3711
1984,Peine,maennlich,K03157,2159
1984,Peine,weiblich,K03157,1552
1985,Peine,,K03157,3697
1985,Peine,maennlich,K03157,2170
1985,Peine,weiblich,K03157,1527
1986,Peine,,K03157,3973
1986,Peine,maennlich,K03157,2364
1986,Peine,weiblich,K03157,1609
1987,Peine,,K03157,3929
1987,Peine,maennlich,K03157,2279
1987,Peine,weiblich,K03157,1650
1990,Peine,,K03157,4882
1990,Peine,maennlich,K03157,2760
1990,Peine,weiblich,K03157,2122
1991,Peine,,K03157,5406
1991,Peine,maennlich,K03157,3080
1991,Peine,weiblich,K03157,2326
1992,Peine,,K03157,6379
1992,Peine,maennlich,K03157,3620
1992,Peine,weiblich,K03157,2759
1993,Peine,,K03157,7001
1993,Peine,maennlich,K03157,3943
1993,Peine,weiblich,K03157,3058
1994,Peine,,K03157,7146
1994,Peine,maennlich,K03157,3939
1994,Peine,weiblich,K03157,3207
1995,Peine,,K03157,7600
1995,Peine,maennlich,K03157,4142
1995,Peine,weiblich,K03157,3458
1996,Peine,,K03157,7864
1996,Peine,maennlich,K03157,4273
1996,Peine,weiblich,K03157,3591
1997,Peine,,K03157,7887
1997,Peine,maennlich,K03157,4289
1997,Peine,weiblich,K03157,3598
1998,Peine,,K03157,8017
1998,Peine,maennlich,K03157,4347
1998,Peine,weiblich,K03157,3670
1999,Peine,,K03157,8071
1999,Peine,maennlich,K03157,4327
1999,Peine,weiblich,K03157,3744
2000,Peine,,K03157,7975
2000,Peine,maennlich,K03157,4258
2000,Peine,weiblich,K03157,3717
2001,Peine,,K03157,7820
2001,Peine,maennlich,K03157,4160
2001,Peine,weiblich,K03157,3660
2002,Peine,,K03157,7705
2002,Peine,maennlich,K03157,4085
2002,Peine,weiblich,K03157,3620
2003,Peine,,K03157,7194
2003,Peine,maennlich,K03157,3720
2003,Peine,weiblich,K03157,3474
2004,Peine,,K03157,7052
2004,Peine,maennlich,K03157,3621
2004,Peine,weiblich,K03157,3431
2005,Peine,,K03157,6834
2005,Peine,maennlich,K03157,3463
2005,Peine,weiblich,K03157,3371
2006,Peine,,K03157,6676
2006,Peine,maennlich,K03157,3357
2006,Peine,weiblich,K03157,3319
2007,Peine,,K03157,6488
2007,Peine,maennlich,K03157,3236
2007,Peine,weiblich,K03157,3252
2008,Peine,,K03157,6382
2008,Peine,maennlich,K03157,3165
2008,Peine,weiblich,K03157,3217
2009,Peine,,K03157,6401
2009,Peine,maennlich,K03157,3196
2009,Peine,weiblich,K03157,3205
2010,Peine,,K03157,6373
2010,Peine,maennlich,K03157,3140
2010,Peine,weiblich,K03157,3233
2011,Peine,,K03157,6369
2011,Peine,maennlich,K03157,3118
2011,Peine,weiblich,K03157,3251
2012,Peine,,K03157,6508
2012,Peine,maennlich,K03157,3251
2012,Peine,weiblich,K03157,3257
2013,Peine,,K03157,6874
2013,Peine,maennlich,K03157,3483
2013,Peine,weiblich,K03157,3391
2014,Peine,,K03157,7401
2014,Peine,maennlich,K03157,3798
2014,Peine,weiblich,K03157,3603
2015,Peine,,K03157,9059
2015,Peine,maennlich,K03157,4914
2015,Peine,weiblich,K03157,4145
2016,Peine,,K03157,9910
2016,Peine,maennlich,K03157,5365
2016,Peine,weiblich,K03157,4545
2017,Peine,,K03157,10415
2017,Peine,maennlich,K03157,5620
2017,Peine,weiblich,K03157,4795
2018,Peine,,K03157,11035
2018,Peine,maennlich,K03157,5935
2018,Peine,weiblich,K03157,5100
1978,Wolfenbüttel,,K03158,3459
1978,Wolfenbüttel,maennlich,K03158,2005
1978,Wolfenbüttel,weiblich,K03158,1454
1979,Wolfenbüttel,,K03158,3572
1979,Wolfenbüttel,maennlich,K03158,2077
1979,Wolfenbüttel,weiblich,K03158,1495
1980,Wolfenbüttel,,K03158,3761
1980,Wolfenbüttel,maennlich,K03158,2223
1980,Wolfenbüttel,weiblich,K03158,1538
1981,Wolfenbüttel,,K03158,3984
1981,Wolfenbüttel,maennlich,K03158,2371
1981,Wolfenbüttel,weiblich,K03158,1613
1982,Wolfenbüttel,,K03158,4012
